"x"
"V1" "C"
"V2" "C"
"V3" "C"
"V4" "C"
"V5" "C"
"V6" "C"
"V7" "C"
"V8" "C"
"V9" "C"
"V10" "C"
"V11" "C"
"V12" "C"
"V13" "C"
"V14" "C"
"V15" "C"
"V16" "C"
"V17" "C"
"V18" "C"
"V19" "C"
"V20" "C"
"V21" "N"
"V22" "N"
"V23" "N"
"V24" "N"
"V25" "N"
"V26" "N"
"V27" "N"
"V28" "N"
"V29" "N"
"V30" "N"
