"x"
"V1" "wild"
"V2" "wild"
"V3" "SETBP1"
"V4" "wild"
"V5" "SETBP1"
"V6" "wild"
"V7" "wild"
"V8" "wild"
"V9" "SETBP1"
"V10" "SETBP1"
"V11" "SETBP1"
"V12" "SETBP1"
"V13" "SETBP1"
